Transaction ID,Date,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method
TXN_1114,2025-01-21,Butchers,Meat_Chicken_1kg,,5,1100,Credit Card
TXN_1176,2025-01-16,Food,Food_Oats_1kg,120,1,120,Credit Card
TXN_1056,2025-01-15,Patisserie,Pat_Cake_Slice,90,2,180,Cash
TXN_1055,2025-04-19,Electric Accessories,Elec_Powerbank,,3,2700,Mobile Payment
TXN_1400,2025-06-16,Furniture,Furn_Small_Table,3200,3,9600,Credit Card
TXN_1398,2025-08-19,Furniture,Furn_Cushion,350,6,2100,Debit Card
TXN_1323,2025-03-29,Milk Products,Milk_Butter_500g,,2,500,Mobile Payment
TXN_1121,2025-05-05,patisserie,Pat_Donut,30,4,120,Cash
TXN_1201,2025-05-04,Electric Accessories,Elec_Batteries_4pk,90,5,,Debit Card
TXN_1091,2025-05-14,Electric Accessories,Elec_Earphones,350,1,525.0,Credit Card
TXN_1364,2025-06-27,Milk Products,Milk_Butter_500g,250,4,1500.0,Mobile Payment
TXN_1252,2025-07-18,Milk Products,Milk_Ghee_500ml,350,3,1050,Credit Card
TXN_1075,2025-01-03,Electric Accessories,,350,5,1750,Cash
TXN_1164,2025-02-08,Beverages,,180,2,360,Debit Card
TXN_1548,2025-07-24,Furniture,Furn_Cushion,350,3,1050,Credit Card
TXN_1181,2025-02-28,Beverages,Bev_Juice_500ml,45,1,45,Cash
TXN_1155,2025-02-17,Computers,Comp_Webcam,1200,,7200,Credit Card
TXN_1268,2025-03-28,milk products,Milk_Ghee_500ml,350,4,1400,Mobile Payment
TXN_1309,2025-01-20,Butchers,Meat_Eggs_Dozen,75,3,225,Cash
TXN_1324,2025-01-20,Food,Food_Cereal_500g,150,2,300,Debit Card
TXN_1484,2025-06-17,Computers,,1200,2,2400,Debit Card
TXN_1163,2025-05-06,Beverages,Bev_Tea_100g,90,4,360,Cash
TXN_1147,2025-03-13,Patisserie,Pat_Muffin,35,3,105,Debit Card
TXN_1042,2025-07-01,Beverages,Bev_Cola_1L,60,,60,Cash
TXN_1148,2025-01-22,Computers,Comp_HDMI_Cable,300,2,600,Credit Card
TXN_1073,2025-03-27,Beverages,Bev_Water_1L,20,1,20,Credit Card
TXN_1408,2025-03-10,Electric Accessories,Elec_Powerbank,900,,900,Mobile Payment
TXN_1186,2025-06-19,Computers,Comp_Keyboard,800,3,2400,Mobile Payment
TXN_1229,2025-05-29,Electric Accessories,Elec_Batteries_4pk,90,1,90,Debit Card
TXN_1076,2025-01-10,Food,Food_Oats_1kg,120,5,600,Debit Card
TXN_1582,2025-08-01,Food,Food_Rice_1kg,70,1,105.0,Credit Card
TXN_1404,2025-04-17,Milk Products,Milk_Cheese_200g,110,4,440,Mobile Payment
TXN_1394,2025-08-29,Milk Products,Milk_Ghee_500ml,350,3,1050,Debit Card
TXN_1113,2025-03-15,Beverages,Bev_Tea_100g,90,6,,Credit Card
TXN_1240,2025-04-15,Patisserie,Pat_Cookie_Pack,,6,330,Cash
TXN_1391,2025-05-31,Furniture,Furn_Chair,2500,6,15000,Credit Card
TXN_1010,2025-05-28,Furniture,Furn_Cushion,350,3,1050,Credit Card
TXN_1486,2025-07-13,Milk Products,Milk_Ghee_500ml,350,1,350,Cash
TXN_1131,2025-03-03,Furniture,Furn_Cushion,350,2,700,Credit Card
TXN_1157,2025-02-28,Milk Products,Milk_Yogurt_400g,,3,180,Debit Card
TXN_1016,2025-08-25,Butchers,Meat_Bacon_250g,190,3,570,Credit Card
TXN_1339,2025-01-21,Patisserie,Pat_Croissant,40,,160,Debit Card
TXN_1319,2025-03-21,Food,Food_Oats_1kg,,3,360,Mobile Payment
TXN_1174,2025-07-25,Furniture,  Furn_Lamp  ,700,6,4200,Credit Card
TXN_1584,2025-01-25,Butchers,Meat_Fish_1kg,380,4,1520,Mobile Payment
TXN_1124,2025-06-14,Beverages,Bev_Juice_500ml,,1,45,Mobile Payment
TXN_1221,2025-03-18,Butchers,Meat_Fish_1kg,380,5,1900,Mobile Payment
TXN_1532,2025-08-08,Food,,70,6,420,Cash
TXN_1012,2025-04-08,Milk Products,Milk_Ghee_500ml,350,1,350,Debit Card
TXN_1387,2025-06-06,Furniture,,2500,2,5000,Cash
TXN_1278,2025-07-16,Electric Accessories,Elec_Earphones,350,5,1750,Cash
TXN_1354,2025-07-07,Butchers,Meat_Fish_1kg,380,2,760,Cash
TXN_1282,2025-07-11,Beverages,Bev_Juice_500ml,45,1,67.5,Credit Card
TXN_1508,2025-08-21,Butchers,Meat_Mutton_1kg,650,,1950,Cash
TXN_1257,2025-07-09,Beverages,Bev_Coffee_200g,180,2,360,Mobile Payment
TXN_1193,2025-07-01,Furniture,Furn_Shelf,1800,2,,Credit Card
TXN_1173,2025-06-25,Electric Accessories,Elec_Powerbank,900,1,900,Credit Card
TXN_1464,2025-03-08,Patisserie,Pat_Croissant,40,,40,Mobile Payment
TXN_1286,2025-06-19,Patisserie,Pat_Donut,30,4,120,Mobile Payment
TXN_1489,2025-07-15,Milk Products,,60,6,360,Cash
TXN_1178,2025-03-19,Electric Accessories,Elec_Powerbank,900,6,5400,Mobile Payment
TXN_1317,2025-06-23,Food,Food_Wheat_1kg,55,5,,Mobile Payment
TXN_1593,2025-01-30,Milk Products,Milk_Yogurt_400g,60,4,240,Debit Card
TXN_1137,2025-06-03,Patisserie,Pat_Cookie_Pack,55,6,330,Cash
TXN_1018,2025-01-17,Electric Accessories,Elec_Cable_USB,150,3,450,Credit Card
TXN_1041,2025-05-31,Butchers,Meat_Mutton_1kg,650,1,650,Credit Card
TXN_1345,2025-03-19,Patisserie,,90,2,180,Cash
TXN_1277,2025-01-30,Furniture,Furn_Chair,2500,3,7500,Debit Card
TXN_1558,2025-05-07,Patisserie,,55,3,165,Credit Card
TXN_1589,2025-02-17,Electric Accessories,Elec_Cable_USB,150,6,900,Credit Card
TXN_1090,2025-04-09,Computers,Comp_USB_Drive_32GB,450,,450,Credit Card
TXN_1502,2025-04-16,Beverages,Bev_Coffee_200g,180,5,900,Mobile Payment
TXN_1087,2025-06-23,Computers,Comp_USB_Drive_32GB,450,4,1800,Debit Card
TXN_1316,2025-06-15,Beverages,,180,6,1080,Debit Card
TXN_1152,2025-05-02,Furniture,  Furn_Lamp  ,700,3,2100,Debit Card
TXN_1112,2025-05-05,Patisserie,Pat_Donut,30,5,,Credit Card
TXN_1170,2025-02-14,Milk Products,Milk_Cheese_200g,,2,220,Cash
TXN_1238,2025-01-07,Milk Products,Milk_Ghee_500ml,350,4,1400,Debit Card
TXN_1313,2025-01-22,Butchers,,650,6,3900,Credit Card
TXN_1035,2025-07-07,Food,Food_Rice_1kg,70,1,70,Mobile Payment
TXN_1168,2025-06-06,Furniture,Furn_Cushion,350,1,350,Cash
TXN_1290,2025-01-15,Electric Accessories,Elec_Cable_USB,150,,750,Cash
TXN_1314,2025-05-15,Electric Accessories,Elec_Batteries_4pk,90,4,540.0,Credit Card
TXN_1479,2025-02-25,Beverages,,60,6,360,Cash
TXN_1458,2025-05-07,Computers,Comp_Webcam,1200,5,6000,Credit Card
TXN_1388,2025-07-04,Electric Accessories,Elec_Cable_USB,150,6,900,Mobile Payment
TXN_1249,2025-06-13,Milk Products,,80,6,480,Cash
TXN_1206,2025-05-09,Beverages,Bev_Water_1L,20,2,40,Debit Card
TXN_1564,2025-06-02,Electric Accessories,Elec_Earphones,350,6,,Credit Card
TXN_1209,2025-06-09,Patisserie,Pat_Muffin,35,3,105,Mobile Payment
TXN_1444,2025-01-21,Patisserie,Pat_Cake_Slice,90,6,540,Debit Card
TXN_1258,2025-04-25,Beverages,Bev_Tea_100g,90,4,360,Debit Card
TXN_1204,2025-03-23,Electric Accessories,Elec_Charger,400,1,400,Mobile Payment
TXN_1136,2025-06-01,Milk Products,,60,1,60,Credit Card
TXN_1245,2025-06-26,Patisserie,Pat_Donut,30,,30,Debit Card
TXN_1099,2025-02-24,Electric Accessories,Elec_Batteries_4pk,90,6,540,Mobile Payment
TXN_1399,2025-07-31,Furniture,,3200,1,3200,Cash
TXN_1025,2025-01-17,electric accessories,Elec_Earphones,350,5,1750,Mobile Payment
TXN_1588,2025-04-20,Butchers,Meat_Mutton_1kg,650,,3250,Mobile Payment
TXN_1192,2025-05-05,Electric Accessories,,90,6,540,Cash
TXN_1180,2025-07-08,Beverages,Bev_Water_1L,20,4,80,Debit Card
TXN_1551,2025-03-20,Food,Food_Rice_1kg,70,1,105.0,Mobile Payment
TXN_1429,2025-05-02,Beverages,Bev_Juice_500ml,45,5,225,Debit Card
TXN_1381,2025-08-19,Electric Accessories,Elec_Batteries_4pk,90,2,180,Mobile Payment
TXN_1194,2025-04-15,Beverages,Bev_Cola_1L,60,,300,Cash
TXN_1430,2025-02-28,Furniture,Furn_Lamp,700,5,3500,Cash
TXN_1473,2025-08-01,Food,Food_Pasta_500g,65,1,65,Credit Card
TXN_1492,2025-07-09,beverages,Bev_Coffee_200g,180,2,360,Cash
TXN_1327,2025-07-17,Milk Products,Milk_Butter_500g,250,6,1500,Credit Card
TXN_1213,2025-06-30,Food,  Food_Wheat_1kg  ,55,6,330,Cash
TXN_1293,2025-06-30,Butchers,Meat_Bacon_250g,190,5,950,Credit Card
TXN_1379,2025-06-06,Electric Accessories,Elec_Batteries_4pk,90,2,180,Debit Card
TXN_1445,2025-05-03,Patisserie,Pat_Muffin,35,,210,Credit Card
TXN_1529,2025-06-08,Patisserie,Pat_Croissant,40,2,80,Debit Card
TXN_1100,2025-01-22,Milk Products,Milk_Cheese_200g,110,6,660,Debit Card
TXN_1446,2025-08-27,Computers,Comp_Webcam,,3,3600,Debit Card
TXN_1535,2025-07-20,Electric Accessories,Elec_Earphones,350,6,2100,Debit Card
TXN_1483,2025-08-11,Butchers,Meat_Bacon_250g,190,4,1140.0,Mobile Payment
TXN_1021,2025-05-24,Patisserie,Pat_Croissant,40,6,240,Debit Card
TXN_1414,2025-05-30,Patisserie,,40,2,80,Debit Card
TXN_1208,2025-08-11,Food,,120,4,480,Credit Card
TXN_1357,2025-07-03,Food,,150,1,150,Mobile Payment
TXN_1133,2025-06-05,Butchers,Meat_Eggs_Dozen,75,2,150,Cash
TXN_1272,2025-05-23,Butchers,Meat_Eggs_Dozen,75,2,150,Cash
TXN_1294,2025-04-12,Butchers,  Meat_Fish_1kg  ,380,1,380,Cash
TXN_1482,2025-07-06,Food,Food_Cereal_500g,150,6,1350.0,Mobile Payment
TXN_1368,2025-06-04,Patisserie,Pat_Cookie_Pack,,4,220,Mobile Payment
TXN_1336,2025-08-20,Patisserie,Pat_Donut,30,4,120,Credit Card
TXN_1467,2025-02-10,Electric Accessories,Elec_Powerbank,900,3,2700,Mobile Payment
TXN_1395,2025-06-12,Patisserie,Pat_Muffin,,2,70,Debit Card
TXN_1218,2025-08-22,Patisserie,Pat_Croissant,40,,160,Credit Card
TXN_1266,2025-07-23,Electric Accessories,Elec_Earphones,350,1,350,Cash
TXN_1534,2025-02-13,Beverages,Bev_Cola_1L,60,6,360,Cash
TXN_1409,2025-03-16,Food,Food_Wheat_1kg,55,1,55,Mobile Payment
TXN_1246,2025-08-07,Electric Accessories,,90,2,180,Debit Card
TXN_1538,2025-05-25,Patisserie,Pat_Donut,,5,150,Cash
TXN_1485,2025-05-16,Computers,Comp_Webcam,1200,4,4800,Credit Card
TXN_1237,2025-04-08,Patisserie,,35,5,175,Debit Card
TXN_1474,2025-03-25,Food,,120,2,240,Mobile Payment
TXN_1563,2025-07-25,Furniture,  Furn_Cushion  ,350,4,1400,Debit Card
TXN_1392,2025-05-09,Food,Food_Cereal_500g,150,4,600,Cash
TXN_1325,2025-07-17,Food,Food_Wheat_1kg,55,5,275,Cash
TXN_1539,2025-02-23,Butchers,Meat_Chicken_1kg,220,1,220,Credit Card
TXN_1285,2025-07-13,Food,Food_Oats_1kg,120,2,240,Cash
TXN_1338,2025-01-14,Beverages,Bev_Juice_500ml,45,4,180,Mobile Payment
TXN_1298,2025-08-01,Furniture,,350,4,1400,Debit Card
TXN_1001,2025-01-27,Food,Food_Cereal_500g,150,6,900,Cash
TXN_1426,2025-03-28,Patisserie,Pat_Cookie_Pack,55,5,275,Mobile Payment
TXN_1183,2025-02-16,Electric Accessories,Elec_Batteries_4pk,90,3,270,Mobile Payment
TXN_1262,2025-07-02,Food,,55,4,220,Mobile Payment
TXN_1481,2025-01-09,beverages,Bev_Tea_100g,90,4,360,Debit Card
TXN_1142,2025-03-11,Computers,Comp_HDMI_Cable,300,6,1800,Mobile Payment
TXN_1347,2025-05-18,Computers,Comp_Keyboard,800,5,4000,Cash
TXN_1234,2025-02-06,Electric Accessories,Elec_Powerbank,900,1,900,Credit Card
TXN_1118,2025-05-03,Furniture,Furn_Small_Table,3200,4,12800,Cash
TXN_1519,2025-06-14,Computers,Comp_Keyboard,800,6,4800,Mobile Payment
TXN_1159,2025-03-16,Beverages,Bev_Coffee_200g,180,5,900,Credit Card
TXN_1524,2025-04-06,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1144,2025-08-14,Food,Food_Rice_1kg,70,,210,Mobile Payment
TXN_1074,2025-07-09,Patisserie,Pat_Muffin,35,2,70,Mobile Payment
TXN_1518,2025-05-21,Patisserie,Pat_Croissant,40,,160,Debit Card
TXN_1250,2025-02-02,Butchers,,650,2,1300,Credit Card
TXN_1514,2025-08-23,Computers,Comp_Mouse,500,3,2250.0,Credit Card
TXN_1594,2025-06-13,Computers,Comp_Keyboard,800,5,4000,Debit Card
TXN_1531,2025-03-04,Electric Accessories,Elec_Powerbank,900,5,,Credit Card
TXN_1022,2025-04-13,Electric Accessories,Elec_Earphones,350,,1750,Debit Card
TXN_1276,2025-08-05,Computers,Comp_Mouse,500,2,1500.0,Cash
TXN_1297,2025-03-25,Electric Accessories,Elec_Cable_USB,150,1,150,Credit Card
TXN_1072,2025-01-24,Patisserie,Pat_Muffin,35,1,35,Mobile Payment
TXN_1441,2025-05-03,Computers,Comp_Keyboard,800,3,2400,Debit Card
TXN_1017,2025-07-30,Beverages,Bev_Coffee_200g,180,2,360,Cash
TXN_1102,2025-02-07,Milk Products,,350,2,700,Cash
TXN_1231,2025-08-13,Food,Food_Cereal_500g,150,5,750,Debit Card
TXN_1488,2025-04-28,Milk Products,Milk_Ghee_500ml,,2,700,Debit Card
TXN_1217,2025-08-11,Food,Food_Rice_1kg,70,5,350,Mobile Payment
TXN_1380,2025-02-01,Computers,Comp_Keyboard,800,2,1600,Credit Card
TXN_1423,2025-02-05,Beverages,Bev_Water_1L,20,1,20,Debit Card
TXN_1243,2025-05-31,Computers,Comp_Webcam,1200,4,4800,Credit Card
TXN_1598,2025-01-30,Patisserie,Pat_Croissant,40,3,180.0,Credit Card
TXN_1382,2025-03-30,Butchers,Meat_Chicken_1kg,220,6,1320,Cash
TXN_1513,2025-04-30,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1416,2025-04-21,Beverages,Bev_Cola_1L,60,1,60,Credit Card
TXN_1019,2025-03-22,Furniture,Furn_Small_Table,3200,6,19200,Credit Card
TXN_1069,2025-01-30,Food,Food_Cereal_500g,150,3,450,Cash
TXN_1125,2025-01-13,Electric Accessories,Elec_Powerbank,900,2,2700.0,Debit Card
TXN_1549,2025-02-09,Food,Food_Rice_1kg,70,3,210,Mobile Payment
TXN_1106,2025-02-26,Food,Food_Wheat_1kg,55,4,220,Credit Card
TXN_1124,2025-06-14,Beverages,Bev_Juice_500ml,,1,45,Mobile Payment
TXN_1082,2025-07-25,Butchers,Meat_Mutton_1kg,650,,2600,Credit Card
TXN_1341,2025-03-15,Food,Food_Cereal_500g,150,1,150,Mobile Payment
TXN_1107,2025-01-13,Computers,Comp_HDMI_Cable,300,4,1200,Credit Card
TXN_1493,2025-02-25,Milk Products,Milk_Ghee_500ml,,5,1750,Cash
TXN_1239,2025-01-17,Milk Products,Milk_Ghee_500ml,350,6,2100,Mobile Payment
TXN_1182,2025-01-11,Patisserie,Pat_Donut,30,5,150,Credit Card
TXN_1308,2025-04-29,Beverages,,90,3,270,Mobile Payment
TXN_1511,2025-07-18,furniture,Furn_Chair,2500,3,7500,Debit Card
TXN_1044,2025-05-19,Computers,Comp_Keyboard,800,2,1600,Credit Card
TXN_1477,2025-04-27,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1520,2025-02-05,Butchers,Meat_Fish_1kg,,2,760,Mobile Payment
TXN_1038,2025-06-26,Computers,Comp_Webcam,1200,6,7200,Credit Card
TXN_1098,2025-06-17,Furniture,Furn_Lamp,700,5,3500,Debit Card
TXN_1093,2025-08-19,Food,Food_Pasta_500g,65,6,390,Debit Card
TXN_1571,2025-06-22,Beverages,Bev_Tea_100g,,4,360,Mobile Payment
TXN_1236,2025-05-18,Beverages,Bev_Cola_1L,60,3,180,Cash
TXN_1062,2025-07-03,Milk Products,Milk_Paneer_200g,80,,480,Debit Card
TXN_1003,2025-05-24,Furniture,Furn_Shelf,1800,1,1800,Credit Card
TXN_1220,2025-06-23,Electric Accessories,,900,3,2700,Credit Card
TXN_1343,2025-03-07,Food,Food_Rice_1kg,70,1,70,Credit Card
TXN_1011,2025-02-28,Beverages,Bev_Water_1L,20,6,120,Debit Card
TXN_1510,2025-02-22,Furniture,Furn_Shelf,1800,6,10800,Mobile Payment
TXN_1130,2025-03-05,Beverages,Bev_Water_1L,20,1,20,Credit Card
TXN_1189,2025-08-11,beverages,Bev_Cola_1L,60,6,360,Mobile Payment
TXN_1058,2025-01-15,Computers,Comp_HDMI_Cable,300,2,600,Cash
TXN_1491,2025-06-02,Beverages,  Bev_Tea_100g  ,90,1,90,Cash
TXN_1185,2025-01-27,Butchers,Meat_Chicken_1kg,220,6,,Credit Card
TXN_1504,2025-08-05,Food,,70,4,280,Debit Card
TXN_1162,2025-08-29,Beverages,,180,3,540,Mobile Payment
TXN_1228,2025-01-25,Food,Food_Cereal_500g,150,6,,Cash
TXN_1459,2025-02-19,Electric Accessories,Elec_Powerbank,900,3,,Cash
TXN_1342,2025-05-01,Food,Food_Cereal_500g,150,6,900,Mobile Payment
TXN_1065,2025-03-09,Milk Products,Milk_Paneer_200g,80,5,400,Credit Card
TXN_1442,2025-02-01,Patisserie,Pat_Donut,30,3,90,Mobile Payment
TXN_1094,2025-04-14,Electric Accessories,Elec_Charger,400,3,1200,Debit Card
TXN_1302,2025-03-31,Milk Products,Milk_Yogurt_400g,60,,180,Credit Card
TXN_1443,2025-07-17,Electric Accessories,Elec_Cable_USB,150,3,,Credit Card
TXN_1263,2025-06-05,Food,,70,3,210,Credit Card
TXN_1363,2025-04-23,Electric Accessories,Elec_Cable_USB,150,6,,Mobile Payment
TXN_1362,2025-02-01,Butchers,  Meat_Mutton_1kg  ,650,3,1950,Debit Card
TXN_1333,2025-02-05,Milk Products,,60,5,300,Debit Card
TXN_1471,2025-06-24,Milk Products,Milk_Paneer_200g,80,2,160,Cash
TXN_1305,2025-04-25,Furniture,Furn_Small_Table,3200,5,16000,Debit Card
TXN_1432,2025-05-27,Patisserie,Pat_Croissant,,1,40,Cash
TXN_1318,2025-03-27,Furniture,Furn_Shelf,1800,2,3600,Cash
TXN_1509,2025-01-31,Milk Products,Milk_Yogurt_400g,60,6,360,Mobile Payment
TXN_1177,2025-07-31,Furniture,  Furn_Shelf  ,1800,6,10800,Debit Card
TXN_1370,2025-04-22,Butchers,Meat_Fish_1kg,380,5,1900,Debit Card
TXN_1596,2025-02-14,Electric Accessories,Elec_Powerbank,900,5,4500,Debit Card
TXN_1015,2025-07-06,Milk Products,Milk_Cheese_200g,,5,550,Credit Card
TXN_1537,2025-03-11,Furniture,Furn_Small_Table,3200,4,12800,Cash
TXN_1516,2025-05-22,Beverages,Bev_Juice_500ml,45,3,,Mobile Payment
TXN_1064,2025-04-28,Beverages,,90,1,90,Cash
TXN_1452,2025-03-15,Patisserie,Pat_Cake_Slice,90,3,270,Cash
TXN_1085,2025-01-07,milk products,Milk_Ghee_500ml,350,2,700,Credit Card
TXN_1132,2025-02-25,Food,Food_Pasta_500g,65,5,325,Mobile Payment
TXN_1264,2025-06-12,patisserie,Pat_Donut,30,5,150,Debit Card
TXN_1267,2025-08-10,Furniture,  Furn_Chair  ,2500,6,15000,Credit Card
TXN_1177,2025-07-31,Furniture,  Furn_Shelf  ,1800,6,10800,Debit Card
TXN_1254,2025-07-24,Computers,,1200,3,3600,Credit Card
TXN_1083,2025-08-12,Food,Food_Wheat_1kg,55,4,220,Cash
TXN_1005,2025-06-28,Beverages,Bev_Cola_1L,60,2,180.0,Mobile Payment
TXN_1405,2025-02-06,Butchers,Meat_Mutton_1kg,650,5,3250,Debit Card
TXN_1334,2025-05-22,Computers,Comp_Mouse,500,3,1500,Cash
TXN_1420,2025-06-24,Patisserie,Pat_Donut,,5,150,Cash
TXN_1561,2025-06-07,Computers,Comp_Keyboard,800,5,4000,Credit Card
TXN_1292,2025-05-08,Food,Food_Pasta_500g,,1,65,Mobile Payment
TXN_1028,2025-03-17,Butchers,Meat_Mutton_1kg,,1,650,Mobile Payment
TXN_1232,2025-03-07,Patisserie,Pat_Donut,30,2,60,Mobile Payment
TXN_1059,2025-01-18,beverages,Bev_Tea_100g,90,5,450,Credit Card
TXN_1222,2025-02-20,Electric Accessories,Elec_Powerbank,900,3,2700,Mobile Payment
TXN_1378,2025-01-31,Butchers,Meat_Bacon_250g,190,5,950,Debit Card
TXN_1125,2025-01-13,Electric Accessories,Elec_Powerbank,900,2,2700.0,Debit Card
TXN_1029,2025-08-13,Beverages,Bev_Cola_1L,60,6,360,Debit Card
TXN_1344,2025-06-05,Furniture,,2500,6,15000,Mobile Payment
TXN_1570,2025-02-23,Electric Accessories,Elec_Powerbank,900,6,5400,Mobile Payment
TXN_1411,2025-03-22,Furniture,Furn_Small_Table,3200,6,19200,Credit Card
TXN_1565,2025-02-21,Furniture,Furn_Shelf,1800,6,,Mobile Payment
TXN_1427,2025-07-28,Patisserie,Pat_Cookie_Pack,55,4,330.0,Cash
TXN_1167,2025-08-09,Electric Accessories,Elec_Batteries_4pk,90,3,,Mobile Payment
TXN_1306,2025-04-23,Butchers,Meat_Chicken_1kg,220,2,440,Cash
TXN_1079,2025-08-15,Butchers,Meat_Fish_1kg,380,5,1900,Mobile Payment
TXN_1568,2025-01-30,Electric Accessories,Elec_Cable_USB,150,3,450,Credit Card
TXN_1261,2025-05-03,Beverages,  Bev_Juice_500ml  ,45,1,45,Mobile Payment
TXN_1040,2025-01-31,Computers,Comp_HDMI_Cable,300,,1200,Credit Card
TXN_1158,2025-05-17,Beverages,Bev_Cola_1L,60,6,,Credit Card
TXN_1437,2025-03-29,Electric Accessories,Elec_Powerbank,900,5,4500,Debit Card
TXN_1553,2025-05-23,Electric Accessories,,90,5,450,Mobile Payment
TXN_1078,2025-02-23,Beverages,Bev_Water_1L,20,3,60,Credit Card
TXN_1541,2025-06-23,furniture,Furn_Small_Table,3200,4,12800,Debit Card
TXN_1577,2025-05-25,Furniture,Furn_Cushion,350,1,350,Mobile Payment
TXN_1453,2025-05-27,Food,Food_Rice_1kg,70,6,420,Credit Card
TXN_1205,2025-06-19,Butchers,Meat_Bacon_250g,190,4,760,Credit Card
TXN_1419,2025-05-10,Beverages,Bev_Tea_100g,90,4,360,Mobile Payment
TXN_1212,2025-07-11,Patisserie,  Pat_Cake_Slice  ,90,2,180,Cash
TXN_1256,2025-03-24,Patisserie,Pat_Croissant,,5,200,Cash
TXN_1146,2025-02-16,Computers,Comp_Keyboard,800,,2400,Mobile Payment
TXN_1259,2025-05-09,Food,Food_Wheat_1kg,55,4,220,Credit Card
TXN_1108,2025-02-04,Food,Food_Pasta_500g,65,4,260,Mobile Payment
TXN_1030,2025-08-22,Milk Products,Milk_Butter_500g,250,5,1250,Cash
TXN_1020,2025-04-28,Electric Accessories,Elec_Cable_USB,150,,900,Credit Card
TXN_1110,2025-08-01,Computers,Comp_USB_Drive_32GB,450,4,1800,Mobile Payment
TXN_1134,2025-01-28,Milk Products,Milk_Cheese_200g,110,3,330,Cash
TXN_1007,2025-04-02,Butchers,Meat_Bacon_250g,190,1,190,Debit Card
TXN_1034,2025-01-15,Patisserie,Pat_Cookie_Pack,55,2,110,Credit Card
TXN_1300,2025-07-10,Electric Accessories,Elec_Cable_USB,150,,450,Debit Card
TXN_1476,2025-07-27,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1037,2025-05-16,Milk Products,Milk_Cheese_200g,110,3,330,Mobile Payment
TXN_1241,2025-05-07,Beverages,,20,3,60,Cash
TXN_1088,2025-02-15,Food,,65,3,195,Debit Card
TXN_1279,2025-02-16,Patisserie,Pat_Donut,30,1,30,Debit Card
TXN_1187,2025-04-27,Furniture,Furn_Chair,2500,1,,Cash
TXN_1215,2025-04-06,Patisserie,Pat_Cake_Slice,,3,270,Mobile Payment
TXN_1291,2025-07-15,Milk Products,Milk_Paneer_200g,80,2,,Debit Card
TXN_1198,2025-08-24,Butchers,Meat_Bacon_250g,190,2,380,Credit Card
TXN_1417,2025-04-04,butchers,Meat_Eggs_Dozen,75,4,300,Cash
TXN_1162,2025-08-29,Beverages,,180,3,540,Mobile Payment
TXN_1455,2025-07-21,Beverages,Bev_Water_1L,,4,80,Mobile Payment
TXN_1006,2025-07-15,Food,,120,2,240,Debit Card
TXN_1270,2025-06-25,Butchers,,75,2,150,Mobile Payment
