Transaction ID,Date,Category,Item,Price Per Unit,Quantity,Total Spent,Payment Method
TXN_1193,01-07-2025,Furniture,Furn_Shelf,1800,2,,Credit Card
TXN_1173,25-06-2025,Electric Accessories,Elec_Powerbank,900,1,900,Credit Card
TXN_1464,08-03-2025,Patisserie,Pat_Croissant,40,,40,Mobile Payment
TXN_1286,19-06-2025,Patisserie,Pat_Donut,30,4,120,Mobile Payment
TXN_1489,15-07-2025,Milk Products,,60,6,360,Cash
TXN_1178,19-03-2025,Electric Accessories,Elec_Powerbank,900,6,5400,Mobile Payment
TXN_1317,23-06-2025,Food,Food_Wheat_1kg,55,5,,Mobile Payment
TXN_1593,30-01-2025,Milk Products,Milk_Yogurt_400g,60,4,240,Debit Card
TXN_1137,03-06-2025,Patisserie,Pat_Cookie_Pack,55,6,330,Cash
TXN_1018,17-01-2025,Electric Accessories,Elec_Cable_USB,150,3,450,Credit Card
TXN_1041,31-05-2025,Butchers,Meat_Mutton_1kg,650,1,650,Credit Card
TXN_1345,19-03-2025,Patisserie,,90,2,180,Cash
TXN_1277,30-01-2025,Furniture,Furn_Chair,2500,3,7500,Debit Card
TXN_1558,07-05-2025,Patisserie,,55,3,165,Credit Card
TXN_1589,17-02-2025,Electric Accessories,Elec_Cable_USB,150,6,900,Credit Card
TXN_1090,09-04-2025,Computers,Comp_USB_Drive_32GB,450,,450,Credit Card
TXN_1502,16-04-2025,Beverages,Bev_Coffee_200g,180,5,900,Mobile Payment
TXN_1087,23-06-2025,Computers,Comp_USB_Drive_32GB,450,4,1800,Debit Card
TXN_1316,15-06-2025,Beverages,,180,6,1080,Debit Card
TXN_1152,02-05-2025,Furniture,  Furn_Lamp  ,700,3,2100,Debit Card
TXN_1112,05-05-2025,Patisserie,Pat_Donut,30,5,,Credit Card
TXN_1170,14-02-2025,Milk Products,Milk_Cheese_200g,,2,220,Cash
TXN_1238,07-01-2025,Milk Products,Milk_Ghee_500ml,350,4,1400,Debit Card
TXN_1313,22-01-2025,Butchers,,650,6,3900,Credit Card
TXN_1035,07-07-2025,Food,Food_Rice_1kg,70,1,70,Mobile Payment
TXN_1168,06-06-2025,Furniture,Furn_Cushion,350,1,350,Cash
TXN_1290,15-01-2025,Electric Accessories,Elec_Cable_USB,150,,750,Cash
TXN_1314,15-05-2025,Electric Accessories,Elec_Batteries_4pk,90,4,540,Credit Card
TXN_1479,25-02-2025,Beverages,,60,6,360,Cash
TXN_1458,07-05-2025,Computers,Comp_Webcam,1200,5,6000,Credit Card
TXN_1388,04-07-2025,Electric Accessories,Elec_Cable_USB,150,6,900,Mobile Payment
TXN_1249,13-06-2025,Milk Products,,80,6,480,Cash
TXN_1206,09-05-2025,Beverages,Bev_Water_1L,20,2,40,Debit Card
TXN_1564,02-06-2025,Electric Accessories,Elec_Earphones,350,6,,Credit Card
TXN_1209,09-06-2025,Patisserie,Pat_Muffin,35,3,105,Mobile Payment
TXN_1444,21-01-2025,Patisserie,Pat_Cake_Slice,90,6,540,Debit Card
TXN_1258,25-04-2025,Beverages,Bev_Tea_100g,90,4,360,Debit Card
TXN_1204,23-03-2025,Electric Accessories,Elec_Charger,400,1,400,Mobile Payment
TXN_1136,01-06-2025,Milk Products,,60,1,60,Credit Card
TXN_1245,26-06-2025,Patisserie,Pat_Donut,30,,30,Debit Card
TXN_1099,24-02-2025,Electric Accessories,Elec_Batteries_4pk,90,6,540,Mobile Payment
TXN_1399,31-07-2025,Furniture,,3200,1,3200,Cash
TXN_1025,17-01-2025,electric accessories,Elec_Earphones,350,5,1750,Mobile Payment
TXN_1588,20-04-2025,Butchers,Meat_Mutton_1kg,650,,3250,Mobile Payment
TXN_1192,05-05-2025,Electric Accessories,,90,6,540,Cash
TXN_1180,08-07-2025,Beverages,Bev_Water_1L,20,4,80,Debit Card
TXN_1551,20-03-2025,Food,Food_Rice_1kg,70,1,105,Mobile Payment
TXN_1429,02-05-2025,Beverages,Bev_Juice_500ml,45,5,225,Debit Card
TXN_1381,19-08-2025,Electric Accessories,Elec_Batteries_4pk,90,2,180,Mobile Payment
TXN_1194,15-04-2025,Beverages,Bev_Cola_1L,60,,300,Cash
TXN_1430,28-02-2025,Furniture,Furn_Lamp,700,5,3500,Cash
TXN_1473,01-08-2025,Food,Food_Pasta_500g,65,1,65,Credit Card
TXN_1492,09-07-2025,beverages,Bev_Coffee_200g,180,2,360,Cash
TXN_1327,17-07-2025,Milk Products,Milk_Butter_500g,250,6,1500,Credit Card
TXN_1213,30-06-2025,Food,  Food_Wheat_1kg  ,55,6,330,Cash
TXN_1293,30-06-2025,Butchers,Meat_Bacon_250g,190,5,950,Credit Card
TXN_1379,06-06-2025,Electric Accessories,Elec_Batteries_4pk,90,2,180,Debit Card
TXN_1445,03-05-2025,Patisserie,Pat_Muffin,35,,210,Credit Card
TXN_1529,08-06-2025,Patisserie,Pat_Croissant,40,2,80,Debit Card
TXN_1100,22-01-2025,Milk Products,Milk_Cheese_200g,110,6,660,Debit Card
TXN_1446,27-08-2025,Computers,Comp_Webcam,,3,3600,Debit Card
TXN_1535,20-07-2025,Electric Accessories,Elec_Earphones,350,6,2100,Debit Card
TXN_1483,11-08-2025,Butchers,Meat_Bacon_250g,190,4,1140,Mobile Payment
TXN_1021,24-05-2025,Patisserie,Pat_Croissant,40,6,240,Debit Card
TXN_1414,30-05-2025,Patisserie,,40,2,80,Debit Card
TXN_1208,11-08-2025,Food,,120,4,480,Credit Card
TXN_1357,03-07-2025,Food,,150,1,150,Mobile Payment
TXN_1133,05-06-2025,Butchers,Meat_Eggs_Dozen,75,2,150,Cash
TXN_1272,23-05-2025,Butchers,Meat_Eggs_Dozen,75,2,150,Cash
TXN_1294,12-04-2025,Butchers,  Meat_Fish_1kg  ,380,1,380,Cash
TXN_1482,06-07-2025,Food,Food_Cereal_500g,150,6,1350,Mobile Payment
TXN_1368,04-06-2025,Patisserie,Pat_Cookie_Pack,,4,220,Mobile Payment
TXN_1336,20-08-2025,Patisserie,Pat_Donut,30,4,120,Credit Card
TXN_1467,10-02-2025,Electric Accessories,Elec_Powerbank,900,3,2700,Mobile Payment
TXN_1395,12-06-2025,Patisserie,Pat_Muffin,,2,70,Debit Card
TXN_1218,22-08-2025,Patisserie,Pat_Croissant,40,,160,Credit Card
TXN_1266,23-07-2025,Electric Accessories,Elec_Earphones,350,1,350,Cash
TXN_1534,13-02-2025,Beverages,Bev_Cola_1L,60,6,360,Cash
TXN_1409,16-03-2025,Food,Food_Wheat_1kg,55,1,55,Mobile Payment
TXN_1246,07-08-2025,Electric Accessories,,90,2,180,Debit Card
TXN_1538,25-05-2025,Patisserie,Pat_Donut,,5,150,Cash
TXN_1485,16-05-2025,Computers,Comp_Webcam,1200,4,4800,Credit Card
TXN_1237,08-04-2025,Patisserie,,35,5,175,Debit Card
TXN_1474,25-03-2025,Food,,120,2,240,Mobile Payment
TXN_1563,25-07-2025,Furniture,  Furn_Cushion  ,350,4,1400,Debit Card
TXN_1392,09-05-2025,Food,Food_Cereal_500g,150,4,600,Cash
TXN_1325,17-07-2025,Food,Food_Wheat_1kg,55,5,275,Cash
TXN_1539,23-02-2025,Butchers,Meat_Chicken_1kg,220,1,220,Credit Card
TXN_1285,13-07-2025,Food,Food_Oats_1kg,120,2,240,Cash
TXN_1338,14-01-2025,Beverages,Bev_Juice_500ml,45,4,180,Mobile Payment
TXN_1298,01-08-2025,Furniture,,350,4,1400,Debit Card
TXN_1001,27-01-2025,Food,Food_Cereal_500g,150,6,900,Cash
TXN_1426,28-03-2025,Patisserie,Pat_Cookie_Pack,55,5,275,Mobile Payment
TXN_1183,16-02-2025,Electric Accessories,Elec_Batteries_4pk,90,3,270,Mobile Payment
TXN_1262,02-07-2025,Food,,55,4,220,Mobile Payment
TXN_1481,09-01-2025,beverages,Bev_Tea_100g,90,4,360,Debit Card
TXN_1142,11-03-2025,Computers,Comp_HDMI_Cable,300,6,1800,Mobile Payment
TXN_1347,18-05-2025,Computers,Comp_Keyboard,800,5,4000,Cash
TXN_1234,06-02-2025,Electric Accessories,Elec_Powerbank,900,1,900,Credit Card
TXN_1118,03-05-2025,Furniture,Furn_Small_Table,3200,4,12800,Cash
TXN_1519,14-06-2025,Computers,Comp_Keyboard,800,6,4800,Mobile Payment
TXN_1159,16-03-2025,Beverages,Bev_Coffee_200g,180,5,900,Credit Card
TXN_1524,06-04-2025,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1144,14-08-2025,Food,Food_Rice_1kg,70,,210,Mobile Payment
TXN_1074,09-07-2025,Patisserie,Pat_Muffin,35,2,70,Mobile Payment
TXN_1518,21-05-2025,Patisserie,Pat_Croissant,40,,160,Debit Card
TXN_1250,02-02-2025,Butchers,,650,2,1300,Credit Card
TXN_1514,23-08-2025,Computers,Comp_Mouse,500,3,2250,Credit Card
TXN_1594,13-06-2025,Computers,Comp_Keyboard,800,5,4000,Debit Card
TXN_1531,04-03-2025,Electric Accessories,Elec_Powerbank,900,5,,Credit Card
TXN_1022,13-04-2025,Electric Accessories,Elec_Earphones,350,,1750,Debit Card
TXN_1276,05-08-2025,Computers,Comp_Mouse,500,2,1500,Cash
TXN_1297,25-03-2025,Electric Accessories,Elec_Cable_USB,150,1,150,Credit Card
TXN_1072,24-01-2025,Patisserie,Pat_Muffin,35,1,35,Mobile Payment
TXN_1441,03-05-2025,Computers,Comp_Keyboard,800,3,2400,Debit Card
TXN_1017,30-07-2025,Beverages,Bev_Coffee_200g,180,2,360,Cash
TXN_1102,07-02-2025,Milk Products,,350,2,700,Cash
TXN_1231,13-08-2025,Food,Food_Cereal_500g,150,5,750,Debit Card
TXN_1488,28-04-2025,Milk Products,Milk_Ghee_500ml,,2,700,Debit Card
TXN_1217,11-08-2025,Food,Food_Rice_1kg,70,5,350,Mobile Payment
TXN_1380,01-02-2025,Computers,Comp_Keyboard,800,2,1600,Credit Card
TXN_1423,05-02-2025,Beverages,Bev_Water_1L,20,1,20,Debit Card
TXN_1243,31-05-2025,Computers,Comp_Webcam,1200,4,4800,Credit Card
TXN_1598,30-01-2025,Patisserie,Pat_Croissant,40,3,180,Credit Card
TXN_1382,30-03-2025,Butchers,Meat_Chicken_1kg,220,6,1320,Cash
TXN_1513,30-04-2025,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1416,21-04-2025,Beverages,Bev_Cola_1L,60,1,60,Credit Card
TXN_1019,22-03-2025,Furniture,Furn_Small_Table,3200,6,19200,Credit Card
TXN_1069,30-01-2025,Food,Food_Cereal_500g,150,3,450,Cash
TXN_1125,13-01-2025,Electric Accessories,Elec_Powerbank,900,2,2700,Debit Card
TXN_1549,09-02-2025,Food,Food_Rice_1kg,70,3,210,Mobile Payment
TXN_1106,26-02-2025,Food,Food_Wheat_1kg,55,4,220,Credit Card
TXN_1124,14-06-2025,Beverages,Bev_Juice_500ml,,1,45,Mobile Payment
TXN_1082,25-07-2025,Butchers,Meat_Mutton_1kg,650,,2600,Credit Card
TXN_1341,15-03-2025,Food,Food_Cereal_500g,150,1,150,Mobile Payment
TXN_1107,13-01-2025,Computers,Comp_HDMI_Cable,300,4,1200,Credit Card
TXN_1493,25-02-2025,Milk Products,Milk_Ghee_500ml,,5,1750,Cash
TXN_1239,17-01-2025,Milk Products,Milk_Ghee_500ml,350,6,2100,Mobile Payment
TXN_1182,11-01-2025,Patisserie,Pat_Donut,30,5,150,Credit Card
TXN_1308,29-04-2025,Beverages,,90,3,270,Mobile Payment
TXN_1511,18-07-2025,furniture,Furn_Chair,2500,3,7500,Debit Card
TXN_1044,19-05-2025,Computers,Comp_Keyboard,800,2,1600,Credit Card
TXN_1477,27-04-2025,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1520,05-02-2025,Butchers,Meat_Fish_1kg,,2,760,Mobile Payment
TXN_1038,26-06-2025,Computers,Comp_Webcam,1200,6,7200,Credit Card
TXN_1098,17-06-2025,Furniture,Furn_Lamp,700,5,3500,Debit Card
TXN_1093,19-08-2025,Food,Food_Pasta_500g,65,6,390,Debit Card
TXN_1571,22-06-2025,Beverages,Bev_Tea_100g,,4,360,Mobile Payment
TXN_1236,18-05-2025,Beverages,Bev_Cola_1L,60,3,180,Cash
TXN_1062,03-07-2025,Milk Products,Milk_Paneer_200g,80,,480,Debit Card
TXN_1003,24-05-2025,Furniture,Furn_Shelf,1800,1,1800,Credit Card
TXN_1220,23-06-2025,Electric Accessories,,900,3,2700,Credit Card
TXN_1343,07-03-2025,Food,Food_Rice_1kg,70,1,70,Credit Card
TXN_1011,28-02-2025,Beverages,Bev_Water_1L,20,6,120,Debit Card
TXN_1510,22-02-2025,Furniture,Furn_Shelf,1800,6,10800,Mobile Payment
TXN_1130,05-03-2025,Beverages,Bev_Water_1L,20,1,20,Credit Card
TXN_1189,11-08-2025,beverages,Bev_Cola_1L,60,6,360,Mobile Payment
TXN_1058,15-01-2025,Computers,Comp_HDMI_Cable,300,2,600,Cash
TXN_1491,02-06-2025,Beverages,  Bev_Tea_100g  ,90,1,90,Cash
TXN_1185,27-01-2025,Butchers,Meat_Chicken_1kg,220,6,,Credit Card
TXN_1504,05-08-2025,Food,,70,4,280,Debit Card
TXN_1162,29-08-2025,Beverages,,180,3,540,Mobile Payment
TXN_1228,25-01-2025,Food,Food_Cereal_500g,150,6,,Cash
TXN_1459,19-02-2025,Electric Accessories,Elec_Powerbank,900,3,,Cash
TXN_1342,01-05-2025,Food,Food_Cereal_500g,150,6,900,Mobile Payment
TXN_1065,09-03-2025,Milk Products,Milk_Paneer_200g,80,5,400,Credit Card
TXN_1442,01-02-2025,Patisserie,Pat_Donut,30,3,90,Mobile Payment
TXN_1094,14-04-2025,Electric Accessories,Elec_Charger,400,3,1200,Debit Card
TXN_1302,31-03-2025,Milk Products,Milk_Yogurt_400g,60,,180,Credit Card
TXN_1443,17-07-2025,Electric Accessories,Elec_Cable_USB,150,3,,Credit Card
TXN_1263,05-06-2025,Food,,70,3,210,Credit Card
TXN_1363,23-04-2025,Electric Accessories,Elec_Cable_USB,150,6,,Mobile Payment
TXN_1362,01-02-2025,Butchers,  Meat_Mutton_1kg  ,650,3,1950,Debit Card
TXN_1333,05-02-2025,Milk Products,,60,5,300,Debit Card
TXN_1471,24-06-2025,Milk Products,Milk_Paneer_200g,80,2,160,Cash
TXN_1305,25-04-2025,Furniture,Furn_Small_Table,3200,5,16000,Debit Card
TXN_1432,27-05-2025,Patisserie,Pat_Croissant,,1,40,Cash
TXN_1318,27-03-2025,Furniture,Furn_Shelf,1800,2,3600,Cash
TXN_1509,31-01-2025,Milk Products,Milk_Yogurt_400g,60,6,360,Mobile Payment
TXN_1177,31-07-2025,Furniture,  Furn_Shelf  ,1800,6,10800,Debit Card
TXN_1370,22-04-2025,Butchers,Meat_Fish_1kg,380,5,1900,Debit Card
TXN_1596,14-02-2025,Electric Accessories,Elec_Powerbank,900,5,4500,Debit Card
TXN_1015,06-07-2025,Milk Products,Milk_Cheese_200g,,5,550,Credit Card
TXN_1537,11-03-2025,Furniture,Furn_Small_Table,3200,4,12800,Cash
TXN_1516,22-05-2025,Beverages,Bev_Juice_500ml,45,3,,Mobile Payment
TXN_1064,28-04-2025,Beverages,,90,1,90,Cash
TXN_1452,15-03-2025,Patisserie,Pat_Cake_Slice,90,3,270,Cash
TXN_1085,07-01-2025,milk products,Milk_Ghee_500ml,350,2,700,Credit Card
TXN_1132,25-02-2025,Food,Food_Pasta_500g,65,5,325,Mobile Payment
TXN_1264,12-06-2025,patisserie,Pat_Donut,30,5,150,Debit Card
TXN_1267,10-08-2025,Furniture,  Furn_Chair  ,2500,6,15000,Credit Card
TXN_1177,31-07-2025,Furniture,  Furn_Shelf  ,1800,6,10800,Debit Card
TXN_1254,24-07-2025,Computers,,1200,3,3600,Credit Card
TXN_1083,12-08-2025,Food,Food_Wheat_1kg,55,4,220,Cash
TXN_1005,28-06-2025,Beverages,Bev_Cola_1L,60,2,180,Mobile Payment
TXN_1405,06-02-2025,Butchers,Meat_Mutton_1kg,650,5,3250,Debit Card
TXN_1334,22-05-2025,Computers,Comp_Mouse,500,3,1500,Cash
TXN_1420,24-06-2025,Patisserie,Pat_Donut,,5,150,Cash
TXN_1561,07-06-2025,Computers,Comp_Keyboard,800,5,4000,Credit Card
TXN_1292,08-05-2025,Food,Food_Pasta_500g,,1,65,Mobile Payment
TXN_1028,17-03-2025,Butchers,Meat_Mutton_1kg,,1,650,Mobile Payment
TXN_1232,07-03-2025,Patisserie,Pat_Donut,30,2,60,Mobile Payment
TXN_1059,18-01-2025,beverages,Bev_Tea_100g,90,5,450,Credit Card
TXN_1222,20-02-2025,Electric Accessories,Elec_Powerbank,900,3,2700,Mobile Payment
TXN_1378,31-01-2025,Butchers,Meat_Bacon_250g,190,5,950,Debit Card
TXN_1125,13-01-2025,Electric Accessories,Elec_Powerbank,900,2,2700,Debit Card
TXN_1029,13-08-2025,Beverages,Bev_Cola_1L,60,6,360,Debit Card
TXN_1344,05-06-2025,Furniture,,2500,6,15000,Mobile Payment
TXN_1570,23-02-2025,Electric Accessories,Elec_Powerbank,900,6,5400,Mobile Payment
TXN_1411,22-03-2025,Furniture,Furn_Small_Table,3200,6,19200,Credit Card
TXN_1565,21-02-2025,Furniture,Furn_Shelf,1800,6,,Mobile Payment
TXN_1427,28-07-2025,Patisserie,Pat_Cookie_Pack,55,4,330,Cash
TXN_1167,09-08-2025,Electric Accessories,Elec_Batteries_4pk,90,3,,Mobile Payment
TXN_1306,23-04-2025,Butchers,Meat_Chicken_1kg,220,2,440,Cash
TXN_1079,15-08-2025,Butchers,Meat_Fish_1kg,380,5,1900,Mobile Payment
TXN_1568,30-01-2025,Electric Accessories,Elec_Cable_USB,150,3,450,Credit Card
TXN_1261,03-05-2025,Beverages,  Bev_Juice_500ml  ,45,1,45,Mobile Payment
TXN_1040,31-01-2025,Computers,Comp_HDMI_Cable,300,,1200,Credit Card
TXN_1158,17-05-2025,Beverages,Bev_Cola_1L,60,6,,Credit Card
TXN_1437,29-03-2025,Electric Accessories,Elec_Powerbank,900,5,4500,Debit Card
TXN_1553,23-05-2025,Electric Accessories,,90,5,450,Mobile Payment
TXN_1078,23-02-2025,Beverages,Bev_Water_1L,20,3,60,Credit Card
TXN_1541,23-06-2025,furniture,Furn_Small_Table,3200,4,12800,Debit Card
TXN_1577,25-05-2025,Furniture,Furn_Cushion,350,1,350,Mobile Payment
TXN_1453,27-05-2025,Food,Food_Rice_1kg,70,6,420,Credit Card
TXN_1205,19-06-2025,Butchers,Meat_Bacon_250g,190,4,760,Credit Card
TXN_1419,10-05-2025,Beverages,Bev_Tea_100g,90,4,360,Mobile Payment
TXN_1212,11-07-2025,Patisserie,  Pat_Cake_Slice  ,90,2,180,Cash
TXN_1256,24-03-2025,Patisserie,Pat_Croissant,,5,200,Cash
TXN_1146,16-02-2025,Computers,Comp_Keyboard,800,,2400,Mobile Payment
TXN_1259,09-05-2025,Food,Food_Wheat_1kg,55,4,220,Credit Card
TXN_1108,04-02-2025,Food,Food_Pasta_500g,65,4,260,Mobile Payment
TXN_1030,22-08-2025,Milk Products,Milk_Butter_500g,250,5,1250,Cash
TXN_1020,28-04-2025,Electric Accessories,Elec_Cable_USB,150,,900,Credit Card
TXN_1110,01-08-2025,Computers,Comp_USB_Drive_32GB,450,4,1800,Mobile Payment
TXN_1134,28-01-2025,Milk Products,Milk_Cheese_200g,110,3,330,Cash
TXN_1007,02-04-2025,Butchers,Meat_Bacon_250g,190,1,190,Debit Card
TXN_1034,15-01-2025,Patisserie,Pat_Cookie_Pack,55,2,110,Credit Card
TXN_1300,10-07-2025,Electric Accessories,Elec_Cable_USB,150,,450,Debit Card
TXN_1476,27-07-2025,Computers,Comp_USB_Drive_32GB,450,4,1800,Cash
TXN_1037,16-05-2025,Milk Products,Milk_Cheese_200g,110,3,330,Mobile Payment
TXN_1241,07-05-2025,Beverages,,20,3,60,Cash
TXN_1088,15-02-2025,Food,,65,3,195,Debit Card
TXN_1279,16-02-2025,Patisserie,Pat_Donut,30,1,30,Debit Card
TXN_1187,27-04-2025,Furniture,Furn_Chair,2500,1,,Cash
TXN_1215,06-04-2025,Patisserie,Pat_Cake_Slice,,3,270,Mobile Payment
TXN_1291,15-07-2025,Milk Products,Milk_Paneer_200g,80,2,,Debit Card
TXN_1198,24-08-2025,Butchers,Meat_Bacon_250g,190,2,380,Credit Card
TXN_1417,04-04-2025,butchers,Meat_Eggs_Dozen,75,4,300,Cash
TXN_1162,29-08-2025,Beverages,,180,3,540,Mobile Payment
TXN_1455,21-07-2025,Beverages,Bev_Water_1L,,4,80,Mobile Payment
TXN_1006,15-07-2025,Food,,120,2,240,Debit Card
TXN_1270,25-06-2025,Butchers,,75,2,150,Mobile Payment
TXN_1415,02-06-2025,Patisserie,Pat_Cake_Slice,90,4,,Mobile Payment
